SentBase;SentFull;SentFrench;SentAudio;VocabBase;VocabFull;VocabDef;VocabAudio;Image;Focus;Tags;Note
<b>اريني</b> اياه;<b>اَرِينِي</b> اِيَّاهُ;Montre-le-moi.;;اريني;اَرِينِي;Montre-le-moi;;;747;F2K;
<b>أرني</b> إيّاه;<b>أَرَنِّيُّ</b> إيّاه;Montre-le-moi.;;أرني;أَرَنِّيٌّ;Montre-le-moi;;;748;F2K;
إنك تتكلم <b>كأمك</b>;إِنّكَ تَتَكَلَّمُ <b>كَأُمِّكَ</b>;Vous parlez comme votre mère.;;كأمك;كَأُمِّكَ;mère;;;749;F2K;
تتحدث <b>مثل</b> أمك;تَتَحَدَّثُ <b>مِثْل</b> أُمِّكَ;Vous parlez comme votre mère.;;مثل;مِثْل;comme;;;750;F2K;
عليك أن تقلع عن <b>التدخين</b>;عَلَيْكَ أَنّ تَقَلُّعٍ عَن <b>التَّدْخِينِ</b>;Tu devrais cesser de fumer.;;التدخين;التَّدْخِينُ;fumer;;;751;F2K;
عليك أن <b>تدفع</b> مقدماً;عَلَيْكَ أَن <b>تَدْفَعُ</b> مُقَدَّمَا;Il faut payer d'avance.;;تدفع;تَدْفَعُ;payer;;;752;F2K;
لا <b>تستطيع</b> ركوب حصان;لَا <b>تَسْتَطِيعُ</b> رُكوبُ حِصَانٍ;Vous ne savez pas monter à cheval.;;تستطيع;تَسْتَطِيعُ;cheval;;;753;F2K;
لا تنس أن <b>ترسل</b> الرسالة;لَا تَنْسَ أَنّ <b>تَرَسُّلِ</b> الرِّسَالَةِ;N'oublie pas de poster la lettre.;;ترسل;تُرْسِلُ;poster;;;754;F2K;
<b>أهذا</b> صحيح؟ نعم، هذا صحيح;<b>أهَذَا</b> صَحِيحٌ ؟ نَعَم ، هَذَا صَحِيحُ;« C'est vrai ? » « Oui, c'est vrai. »;;أهذا;أهَذَا;c'est;;;755;F2K;
آمل أن <b>أراك</b> قريباً;آْمَلْ أَنّ <b>أَرَاكِ</b> قَرِيبًا;J'espère vous voir bientôt.;;أراك;أَرَاكَ;j'espère;;;756;F2K;
لا شكر على <b>واجب</b>;لَا شُكْرٍ عَلَى <b>وَاجِبٍ</b>;De rien.;;واجب;وَاجِبٌ;rien;;;757;F2K;
<b>أجبرت</b> على الركض كثيرا للحاق بالقطار;<b>أَجْبَرَتْ</b> عَلَى الرَّكْضِ كَثِيرًا لِلِحَاقٍ بِالْقِطَارِ;J'ai dû beaucoup courir pour attraper le train.;;أجبرت;أَجْبَرَتْ;dû;;;758;F2K;
أهذا <b>صحيح</b>؟ نعم، هذا صحيح;أهَذَا <b>صَحِيحٌ</b> ؟ نَعَم ، هَذَا صَحِيحُ;« C'est vrai ? » « Oui, c'est vrai. »;;صحيح;صَحِيحٌ;vrai;;;759;F2K;
اليابان <b>مليئة</b> بالمدن الجميلة. على سبيل المثال، كيوتو ونارا;الْيَابَانُ <b>مَلِيئةً</b> بِالْمُدُنِ الْجَمِيلَةِ عَلَى سَبِيلِ الْمِثَالِ ، كِيُوتُوً وَنَارَا;Le Japon est rempli de belle villes. Kyoto et Nara par exemple.;;مليئة;مَلِيئةٌ;rempli;;;760;F2K;
<b>اثنان</b> وخمسون بالمئة من النساء البريطانيات يفضلن الشوكولاته على الرياضة;<b>اِثْنَان</b> وَخَمْسُونَ بَاْلَمَئَةْ مِن النِّسَاءِ الْبرِيطَانِيَّاتُ يُفْضِلْنَ اْلَشَوْكَوْلَاْتَهْ عَلَى الرِّيَاضَةِ;52 % des femmes britanniques préfèrent le chocolat au sport.;;اثنان;اِثْنَان;52;;;761;F2K;SANITIZE_UNMUSLIM=sexe->sport
<b>العصفور</b> المبكر يلتقط الدودة;<b>الْعَصْفُورُ</b> الْمُبَكِّرُ يَلْتَقِطُ الدُّودَةُ;L'oiseau en avance attrape le vers.;;العصفور;الْعَصْفُورُ;L'oiseau;;;762;F2K;
أمّا <b>الروح</b> فنشيطٌ، وأما الجسد فضعيف;أُمَّا <b>الرَّوْحِ</b> فَنَشِيطٌ ، وأَمَّا الْجَسَدَ فَضَعِيفَ;L'esprit est fort mais la chair est faible.;;الروح;الرَّوْحُ;est;;;763;F2K;
بعض <b>الماء</b>، من فضلك;بَعْضَ <b>الْمَاءِ</b> ، مِن فَضْلِكَ;Un peu d'eau, s'il vous plaît.;;الماء;الْمَاءُ;d'eau;;;764;F2K;
أحب اللّغة <b>العربية</b>;أَحُبُّ اللُّغَةِ <b>الْعَرَبِيَّةِ</b>;J'adore l'arabe.;;العربية;الْعَرَبِيَّةُ;l'arabe;;;765;F2K;
هل <b>تفهمني</b>؟;هَل <b>تَفْهَمُنِي</b> ؟;Vous me comprenez ?;;تفهمني;تَفْهَمُنِي;comprenez;;;766;F2K;
ما هذه <b>الرائحة</b>؟;مَا هَذِه <b>الرَّائِحَةِ</b> ؟;C'est quoi cette odeur ?;;الرائحة;الرَّائِحَةُ;odeur;;;767;F2K;
<b>والدي</b> في صحة جيدة;<b>وَالِدِيٌّ</b> فِي صِحَّةِ جِيدَةٍ;Mon père est en bonne santé.;;والدي;وَالِدِيٌّ;père;;;768;F2K;
<b>ستتحدث</b> جودي عن اليابان غداً;<b>سَتَتَحَدَّثُ</b> جَوْدِيٌّ عَن الْيَابَانِ غَدًا;Judy parlera du Japon demain.;;ستتحدث;سَتَتَحَدَّثُ;Judy;;;769;F2K;
<b>نظف</b> المرايا;<b>نَظُفَ</b> الْمَرَايَا;Nettoie le miroir.;;نظف;نَظُفَ;Nettoie;;;770;F2K;
<b>بدأت</b> أحس بالجوع;<b>بَدَأَتْ</b> أَحِسٌّ بِالْجُوعِ;Je commence à avoir faim.;;بدأت;بَدَأَتْ;à;;;771;F2K;
لا <b>تقاطع</b> حديثنا;لَا <b>تَقَاطُعِ</b> حَديثِنَا;N’interrompez pas notre discussion.;;تقاطع;تُقَاطِعُ;N'interrompez;;;772;F2K;
هل أنت <b>سعودي</b>؟;هَلٌّ أَنْت <b>سُعُودِيٍّ</b> ؟;Es-tu Saoudien ?;;سعودي;سُعُودِيٌّ;Saoudien;;;773;F2K;
<b>بالتأكيد</b>;<b>بِالتَّأْكِيدِ</b>;Sûrement.;;بالتأكيد;بِالتَّأْكِيدِ;Sûrement;;;774;F2K;
يحب توم <b>الحياكة</b>;يُحِبُّ تُومَ <b>الْحِيَاكَةِ</b>;Tom aime tricoter.;;الحياكة;الْحِيَاكَةُ;tricoter;;;775;F2K;
<b>تحسن</b> الوضع;<b>تَحَسُّنُ</b> الْوَضْعِ;Cela s'est amélioré.;;تحسن;تَحَسُّنٌ;Cela;;;776;F2K;
دعني <b>أراها</b>;دَعْنِي <b>أَرَاهَا</b>;Laisse-moi les voir.;;أراها;أَرَاهَا;Laisse-moi;;;777;F2K;
كين يريد <b>دراجة</b>;كِيَنَّ يُرِيدُ <b>دَرَّاجَةٌ</b>;Ken désire avoir une bicyclette.;;دراجة;دَرَّاجَةٌ;bicyclette;;;778;F2K;
<b>أطفئ</b> الضوء;<b>أُطْفِئُ</b> الضَّوْءَ;Éteignez la lumière !;;أطفئ;أُطْفِئُ;Éteignez;;;779;F2K;
<b>سأفكر</b> في الأمر مجدداً;<b>سَأُفَكِّرُ</b> فِي الْأَمْرِ مُجَدَّدًا;Je vais reconsidérer l'affaire.;;سأفكر;سَأُفَكِّرُ;reconsidérer;;;780;F2K;
لا أحب <b>أليس</b>;لَا أَحُبٌّ <b>ألَيْس</b>;Je n'aime pas Alice.;;أليس;ألَيْس;pas;;;781;F2K;
<b>اتصلت</b> بتوم;<b>اِتَّصَلَتْ</b> بِتُومٍ;J'ai passé un coup de fil à Tom.;;اتصلت;اِتَّصَلَتْ;j'ai;;;782;F2K;
<b>ألم</b> يخطر ببالك أن تغلق النوافذ؟;<b>ألَم</b> يُخْطِرُ بِبَالِكَ أَن تُغْلِقُ النَّوَافِذُ ؟;N'est-il pas venu à ton esprit de fermer les fenêtres ?;;ألم;ألَم;N'est-il;;;783;F2K;
ينبغي أن <b>تبدأ</b>َ أبكر ما يمكنك;يَنْبَغِي أَن <b>تَبْدَأَ</b> أَبِكَرٍّ مَا يُمْكِنُكَ;Tu devrais commencer aussi tôt que possible.;;تبدأَ;تَبْدَأَ;commencer;;;784;F2K;
سأرجع <b>حالا</b>ً;سَأَرْجِعُ <b>حَالًا</b>;Je reviens tout de suite.;;حالاً;حَالَا;suite;;;785;F2K;
إنه قوي <b>كالحصان</b>;إِنّهُ قُوِّيَّ <b>كَالْْحِصَانِ</b>;Il est fort comme un cheval.;;كالحصان;كَالْْحِصَانِ;fort;;;786;F2K;
ما <b>جبريل</b> إلا أحد ملائكة الله;مَا <b>جِبْرِيل</b> إِلَّا أحَدِ مَلَاَئِكَةِ اللَّهِ;Gabriel n'est qu'un des anges de Allah.;;جبريل;جِبْرِيل;gabriel;;;787;F2K;
في الواقع، ما <b>أكلت</b> شيئاً منذ الصباح;فِي الْوَاقِعِ ، مَا <b>أَكَلَتْ</b> شَيْئًا مُنْذ الصَّبَاحِ;En fait, je n'ai rien mangé depuis ce matin.;;أكلت;أَكَلَتْ;n'ai;;;788;F2K;
في الحقيقة لم آكل أي شيء منذ هذا <b>الصباح</b>;فِي الْحَقِيقَةِ لَم آكَلَ أَيُّ شَيْءٍ مُنْذ هَذَا <b>الصَّبَاحِ</b>;En fait, je n'ai rien mangé depuis ce matin.;;الصباح;الصَّبَاحُ;matin;;;789;F2K;
ماذا <b>ترى</b> في الصورة؟;مَاذَا <b>تَرَى</b> فِي الصُّورَةِ ؟;Qu'est-ce que tu vois dans cette image ?;;ترى;تَرَى;vois;;;790;F2K;
ماذا <b>ترين</b> في الصورة؟;مَاذَا <b>تَرَيَنَّ</b> فِي الصُّورَةِ ؟;Qu'est-ce que tu vois dans cette image ?;;ترين;تَرَيَنَّ;vois;;;791;F2K;
... <b>آه</b>، ماذا عساني أن أفعل في حالة كهذه؟;... <b>آهْ</b> ، مَاذَا عَسَّانِي أَنّ أَفِعْلٌ فِي حَالَةٍ كهَذِه ؟;.. Aaah, que suis-je censé faire face à cela ?;;آه;آهْ;Aaah;;;792;F2K;
<b>تأخرت</b> الطائرة بسبب الطقس السيء;<b>تَأَخَّرَتْ</b> الطَّائِرَةُ بِسَبَبِ الطَّقْسِ السَّيْءِ;L'avion a pris du retard à cause du mauvais temps.;;تأخرت;تَأَخَّرَتْ;du;;;793;F2K;
حيوانات <b>الباندا</b> الضخمة تعيش في الصين فقط;حَيَوَانَاتُ <b>الْبَانْدَا</b> الضَّخْمَةَ تُعَيِّشُ فِي اِلْصِيَنَّ فَقَط;Les pandas géants vivent seulement en Chine.;;الباندا;الْبَانْدَا;pandas;;;794;F2K;
أما <b>مسرور</b> برؤيتك;أَمَّا <b>مَسْرُورٌ</b> بِرُؤْيَتِكَ;Je suis content de pouvoir te voir.;;مسرور;مَسْرُورٌ;voir;;;795;F2K;
إنه يستعد <b>للامتحان</b>;إِنّهُ يَسْتَعِدُّ <b>لِلْاِمْتِحَانُ</b>;Il se prépare pour le test.;;للامتحان;لِلْاِمْتِحَانُ;test;;;796;F2K;
<b>يتعلم</b> بسرعة;<b>يَتَعَلَّمُ</b> بِسُرْعَةٍ;Il apprend vite.;;يتعلم;يَتَعَلَّمُ;apprend;;;797;F2K;
هو <b>سريع</b> التعلم;هُو <b>سَرِيعِ</b> التَّعَلُّمِ;Il apprend vite.;;سريع;سَرِيعٌ;apprend;;;798;F2K;
كَمن <b>يبحث</b> عن إبرة في كومة قَشّ;كَمَنٍّ <b>يَبْحَثُ</b> عَن إِبْرَةٍ فِي كُومَةِ قَشٍّ;C'est comme chercher une aiguille dans une botte de foin.;;يبحث;يَبْحَثُ;une;;;799;F2K;
<b>طُعِّمتُ</b> من الإنفلونزا;<b>طُعِّمْتُ</b> مِن الْإِنْفْلُونْزَا;J'ai été vacciné contre la grippe.;;طُعِّمتُ;طُعِّمْتُ;contre;;;800;F2K;
طُعِّمتُ من <b>الإنفلونزا</b>;طُعِّمْتُ مِن <b>الْإِنْفْلُونْزَا</b>;Je me suis fait vacciner contre la grippe.;;الإنفلونزا;الْإِنْفْلُونْزَا;contre;;;801;F2K;
<b>الموز</b> أصفر;<b>الْمَوْزُ</b> أَصْفَرُ;Les bananes sont jaunes.;;الموز;الْمَوْزُ;jaunes;;;802;F2K;
هذه <b>التقارير</b> لا تتطابق مع الأحداث;هَذِه <b>التّقَاريرِ</b> لَا تَتَطَابَقُ مَع الْأَحْدَاثِ;Ces rapports ne concordent pas avec les faits.;;التقارير;التّقَاريرُ;rapports;;;803;F2K;
قالت أن <b>عمرها</b> عشرين سنة لكنها كانت تكذب;قَالَتْ أَنّ <b>عُمَرِهَا</b> عِشْرِينَ سَنَةً لَكِنّهَا كَانَتْ تَكْذِبُ;Elle a dit qu'elle avait vingt ans, ce qui n'était pas vrai.;;عمرها;عَمَّرَهَا;avait;;;804;F2K;
قالت أن عمرها <b>عشرين</b> سنة لكن هذا غير صحيح;قَالَتْ أَنّ عُمَرِهَا <b>عِشْرِينَ</b> سَنَةً لَكِنّ هَذَا غَيْرِ صَحِيحٍ;Elle a dit qu'elle avait vingt ans, ce qui n'était pas vrai.;;عشرين;عِشْرِينَ;avait;;;805;F2K;
هل <b>ينام</b>؟;هَلٌّ <b>يُنَامُ</b> ؟;Il dort ?;;ينام;يُنَامُ;dort;;;806;F2K;
أخبرتني <b>بأنها</b> تعرف أخي;أَخْبَرَتْنِي <b>بأَنّهَا</b> تَعَرُّفَ أَخِي;Elle m'a dit qu'elle connaissait mon frère.;;بأنها;بأَنّهَا;connaissait;;;807;F2K;
حل <b>المشكلة</b> بسهولة;حَلُّ <b>الْمُشَكَّلَةِ</b> بِسُهولَةٍ;Il résolut le problème avec facilité.;;المشكلة;الْمُشَكَّلَةُ;facilité;;;808;F2K;
عندي <b>سؤال</b>;عُنَّدُي <b>سُؤَّالٌ</b>;J'ai une question.;;سؤال;سُؤَالٌ;question;;;809;F2K;
فهو <b>المطلوب</b>;فهُو <b>الْمَطْلُوبِ</b>;CQFD.;;المطلوب;الْمَطْلُوبُ;CQFD;;;810;F2K;
بيل، <b>افتح</b> الباب;بِيلٌ ، <b>اِفْتَحْ</b> الْبَابَ;Bill, ouvre la porte.;;افتح;اِفْتَحْ;bill;;;811;F2K;
<b>توقّفت</b> عن الخياطة وترشّقت الشّاي;<b>تَوَقَّفَتْ</b> عَن الْخَيَّاطَةِ وترشّقت الشَّاي;Elle cessa de coudre et but du thé.;;توقّفت;تَوَقَّفَتْ;cessa;;;812;F2K;
يجِب أن <b>تفكر</b> في عائلتكَ;يَجِبُ أَنّ <b>تَفَكُّرٍ</b> فِي عَائِلَتِكَ;Tu dois penser à ta famille !;;تفكر;تُفَكِّرُ;tu;;;813;F2K;
ما حسن من العمل أفضل من ما حسن من <b>الكلام</b>;مَا حُسْنٍ مِن الْعَمَلِ أَفَضْلٌ مِن مَا حُسْنٍ مِن <b>الْكِلَاَمِ</b>;Bien fait est mieux que bien dit.;;الكلام;الْكِلَاَمُ;Bien;;;814;F2K;
في أي <b>ظروف</b> ظهر الخطأ؟;فِي أَيِّ <b>ظُروفِ</b> ظَهَرَ الْخَطَأُ ؟;Dans quelles circonstances le défaut est-il apparu ?;;ظروف;ظُروفٌ;quelles;;;815;F2K;
كيف <b>يلاحَظ</b> الخطأ؟;كَيْف <b>يُلَاحَظُ</b> الْخَطَأُ ؟;Comment se manifeste le défaut ?;;يلاحَظ;يُلَاحَظُ;manifeste;;;816;F2K;
في أي ظروف <b>ظهر</b> الخطأ؟;فِي أَيِّ ظُروفِ <b>ظَهَرَ</b> الْخَطَأُ ؟;Dans quelles circonstances le défaut est-il apparu ?;;ظهر;ظُهْرٌ;quelles;;;817;F2K;
كيف يلاحَظ <b>الخطأ</b>؟;كَيْف يُلَاحَظُ <b>الْخَطَأُ</b> ؟;Comment se manifeste le défaut ?;;الخطأ;الْخَطَأُ;défaut;;;818;F2K;
لا <b>زلنا</b> نأمل;لَا <b>زَلِّنَا</b> نَأْمُلُ;Nous espérons toujours.;;زلنا;زَلُّنَا;espérons;;;819;F2K;
أهلاً كيف <b>حالك</b>؟;أهْلًا كَيْف <b>حَالِكَ</b> ؟;Salut. Comment vas-tu ?;;حالك;حَالِكٌ;comment;;;820;F2K;
أنا أفضل الربيع على <b>الخريف</b>;أَنَا أفْضَلِ الرَّبِيعِ عَلَى <b>الْخَرِيفِ</b>;Je préfère le printemps à l'automne.;;الخريف;الْخَرِيفُ;printemps;;;821;F2K;
أعتقد أني <b>فهمت</b>;أَعْتَقِدُ أَنِّيَّ <b>فَهِمَتْ</b>;Je crois avoir compris.;;فهمت;فَهِمَتْ;crois;;;822;F2K;
لا <b>يمكنني</b>;لَا <b>يُمْكِنُنِي</b>;Je ne peux pas.;;يمكنني;يُمْكِنُنِي;peux;;;823;F2K;
<b>تعبت</b> من سلوكه;<b>تَعْبِتُ</b> مِن سُلُوكِهِ;J'en ai marre de son comportement.;;تعبت;تَعِبَتْ;j'en;;;824;F2K;
في <b>البداية</b> خلق الله السماء و الأرض;فِي <b>الْبِدَايَةِ</b> خَلْقَ اللَّهِ السَّمَاءَ وْ الْأَرَضُ;Au commencement, Allah créa les cieux et la terre.;;البداية;الْبِدَايَةُ;commencement;;;825;F2K;
<b>عندما</b> فتحتُ الباب وجدته ينام;<b>عِنْدَمَا</b> فَتَحْتُ الْبَابَ وَجِدَّتَهُ يُنَامُ;Lorsque j'ai ouvert la porte, je l'ai trouvé endormi.;;عندما;عِنْدَمَا;endormi;;;826;F2K;
<b>صنع</b> في كازخستان;<b>صَنْعٌ</b> فِي كَاْزَخَسَتَاْنْ;C'est fabriqué au Kazakhstan.;;صنع;صَنْعٌ;fabriqué;;;827;F2K;
هل تستطيع أن <b>تعد</b> بالعربية؟;هَل تَسْتَطِيعُ أَنّ <b>تَعَدٍّ</b> بِالْعَرَبِيَّةِ ؟;Sais-tu compter en arabe ?;;تعد;تُعِدُّ;compter;;;828;F2K;
<b>الأصدقاء</b> مثل الورود في حديقة الحياة;<b>الْأَصْدِقَاءُ</b> مِثْل الْوُرُودِ فِي حَديقَةِ الْحَيَاةِ;Les amis sont comme les fleurs dans le jardin de la vie.;;الأصدقاء;الْأَصْدِقَاءُ;les;;;829;F2K;
كادت أن <b>تبكي</b>;كَادَتْ أَن <b>تَبْكِي</b>;Elle était au bord des larmes.;;تبكي;تَبْكِي;bord;;;830;F2K;
<b>قم</b> بتنصيب لينكس !;<b>قُمْ</b> بِتَنْصِيبٍ لِيَنْكُسُ;Installe Linux !;;قم;قُمْ;Installe;;;831;F2K;
<b>اخلط</b> الحساء;<b>اِخْلِطْ</b> الْحَسَاءَ;Mélange la soupe.;;اخلط;اِخْلِطْ;Mélange;;;832;F2K;
<b>بشرة</b> الإنسان حساسةٌ جدا للتغير في الحرارة;<b>بَشَرَةُ</b> الْإِنْسَانِ حَسَّاسَةٌ جِدّا لِلتَّغَيُّرَ فِي الْحَرَارَةِ;La peau humaine est très sensible aux changements de température.;;بشرة;بَشَرَةٌ;peau;;;833;F2K;
<b>اشتغل</b> في مصر طوال حياته;<b>اِشْتَغَلَ</b> فِي مِصْرِ طُوَّالِ حَيَاتِهِ;Il a travaillé en Égypte toute sa vie.;;اشتغل;اِشْتَغَلَ;travaillé;;;834;F2K;
<b>مهلا</b> لحظة;<b>مَهَّلَا</b> لَحْظَةُ;Attends une minute.;;مهلا;مَهَّلَا;Attends;;;835;F2K;
<b>عزف</b> عازف البيانو مقاطع إضافية;<b>عَزَفَ</b> عَازِفُ الْبِيَانُوِ مُقَاطِعَ إضَافِيَّةَ;Le pianiste a joué deux morceaux supplémentaires.;;عزف;عَزَفَ;supplémentaires;;;836;F2K;
<b>وصلت</b> الحافلة متأخرة بعشرة دقائق;<b>وَصَلَتْ</b> الْحَافِلَةُ مُتَأَخِّرَةٌ بِعُشُرَةِ دَقَائِقِ;Le bus est arrivé dix minutes trop tard.;;وصلت;وَصَلَتْ;tard;;;837;F2K;
واحد من <b>أصدقائي</b> يعرِفك;وَاحِدٌ مِن <b>أَصْدِقَائِيِّ</b> يَعْرِفُكَ;Un de mes amis te connaît.;;أصدقائي;أَصْدِقَائِيُّ;mes;;;838;F2K;
<b>بإمكان</b> الكلمات أن تكون شفافة أو غامضة;<b>بِإِمْكَانِ</b> الْكَلِمَاتِ أَنّ تَكَوُّنِ شُفَافَةٍ أَو غَامِضَةٌ;Les mots peuvent être transparents ou opaques.;;بإمكان;بِإِمْكَانٍ;mots;;;839;F2K;
<b>الفئران</b> تترك السفينة الغارقة;<b>الْفِئْرَانُ</b> تَتْرُكُ السَّفِينَةُ الْغَارِقَةُ;Les rats quittent le navire qui coule.;;الفئران;الْفِئْرَانُ;qui;;;840;F2K;
<b>اعرض</b> لنا باختصار حالتك;<b>اُعْرُضْ</b> لَنَا بِاِخْتِصَارِ حَالَتِكَ;Exposez brièvement votre cas.;;اعرض;اُعْرُضْ;Exposez;;;841;F2K;
إذن <b>مرتين</b> على اليمين، أليس كذلك؟;إِذْنُ <b>مَرَّتَيْنِ</b> عَلَى الْيَمِينِ ، ألَيْس كَذَلِك ؟;Alors, deux fois à droite, hein ?;;مرتين;مَرَّتَيْنِ;fois;;;842;F2K;
زرت <b>باريس</b> مرتين;زُرْتُ <b>بَارِيس</b> مَرَّتَيْنِ;Je me suis rendu deux fois à jeus.;;باريس;بَارِيس;jeus;;;843;F2K;
ماذا <b>يفعل</b> هذا الكرسي هنا؟;مَاذَا <b>يَفْعَلُ</b> هَذَا الْكُرْسِيِّ هُنَا ؟;Que fait cette chaise ici ?;;يفعل;يَفْعَلُ;chaise;;;844;F2K;
<b>ستبحر</b> السفينة غدا إلى هونولولو;<b>سَتُبْحِرُ</b> السَّفِينَةُ غَدَا إِلَى هُونُولُولُوٍ;Le bateau fera voile demain pour Honolulu.;;ستبحر;سَتُبْحِرُ;fera;;;845;F2K;
كان <b>لطيفًا</b> جدًّا مع الجميع;كَان <b>لِطَيْفًا</b> جِدَّا مَع الْجَمِيعِ;Il était très aimable avec tout le monde.;;لطيفًا;لِطَيْفًا;aimable;;;846;F2K;
ماذا <b>حدث</b>?;مَاذَا <b>حَدَثٍ</b>;Que s'est-il passé ?;;حدث;حَدَثَ;s'est-il;;;847;F2K;
سوفَ <b>تسبّبُ</b> لنا الضرر;سَوَّفَ <b>تَسَبُّبُ</b> لَنَا الضَّرَرِ;Cela nous fera subir des dommages.;;تسبّبُ;تُسَبِّبُ;Cela;;;848;F2K;
هذا <b>البلد</b> مدعوم بالصناعة;هَذَا <b>الْبَلَدِ</b> مَدْعُومً بِالصِّنَاعَةِ;Ce pays est soutenu par l'industrie.;;البلد;الْبَلَدُ;pays;;;849;F2K;
أنا <b>مسلمة</b>;أَنَا <b>مُسْلِمَةٍ</b>;Je suis musulmane.;;مسلمة;مُسْلِمَةٌ;musulmane;;;850;F2K;
أنا آكل <b>اللحم</b> فقط;أَنَا آكَلَ <b>اللَّحْمُ</b> فَقَط;Je ne mange que de la viande.;;اللحم;اللَّحْمُ;viande;;;851;F2K;
يا <b>الهي</b>!;يَا <b>اُلْهِي</b>;Mon Allah !;;الهي;اُلْهِي;mon;;;852;F2K;
لا تتهرّب من <b>سؤالي</b>;لَا تَتَهَرَّبُ مِن <b>سُؤَالِيٍّ</b>;N'élude pas ma question.;;سؤالي;سُؤَالِيٌّ;N'élude;;;853;F2K;
إنها <b>دراجتي</b>;إِنّهَا <b>دَرَّاجَتَي</b>;C'est mon vélo.;;دراجتي;دَرَّاجَتُي;vélo;;;854;F2K;
هو <b>حارس</b> مرمى;هُو <b>حَارِسِ</b> مَرْمًى;Il est gardien de but.;;حارس;حَارِسٌ;gardien;;;855;F2K;
هم <b>يبيعون</b> أبسطة قديمة;هُم <b>يَبِيعُونَ</b> أَبْسَطَةَ قَدِيمَةَ;Ils vendent des tapis anciens.;;يبيعون;يَبِيعُونَ;vendent;;;856;F2K;
<b>البقر</b> يوفرون لنا الحليب;<b>الْبَقَرُ</b> يُوَفِّرُونَ لَنَا الْحَلِيبِ;Les vaches nous alimentent en lait.;;البقر;الْبَقَرُ;alimentent;;;857;F2K;
<b>سأندم</b> على ذلك طوال حياتي، أليس كذلك ؟;<b>سَأُنْدِمُ</b> عَلَى ذَلِك طُوَّالِ حَيَاتِي ، ألَيْس كَذَلِك ؟;Je le regretterai toute ma vie, n'est-ce pas !;;سأندم;سَأَنْدَمُ;regretterai;;;858;F2K;
<b>ادعوني</b> إسماعيل;<b>اُدْعُونِي</b> إَسَمَاْعَيْلْ;Appelez-moi Ishmael.;;ادعوني;اُدْعُونِي;appelez-moi;;;859;F2K;
ما هو <b>فنك</b> المفضل؟;مَا هُو <b>فَنِّكَ</b> الْمُفَضَّلِ ؟;Quelle est votre type d'art préféré ?;;فنك;فَنِكْ;votre;;;860;F2K;
ستجد أن هذه <b>الخريطة</b> مفيدة للغاية;سَتَجِدُ أَنّ هَذِه <b>الْخَرِيطَةُ</b> مُفِيدَةٌ لِلَغَاِيَّةً;Tu trouveras cette carte très utile.;;الخريطة;الْخَرِيطَةُ;trouveras;;;861;F2K;
أعزف <b>الكمان</b>;أَعَزَفَ <b>الْكَمَانُ</b>;Je joue du violon.;;الكمان;اُلْكُمَانِّ;violon;;;862;F2K;
هي <b>تفهمك</b> الآن;هِي <b>تَفَهُّمِكَ</b> الْآن;Elle te comprend maintenant.;;تفهمك;تَفْهَمُكَ;comprend;;;863;F2K;
هل <b>تفهم</b>؟;هَل <b>تَفَهُّمٍ</b> ؟;Comprenez-vous ?;;تفهم;تَفْهَمُ;Comprenez-vous;;;864;F2K;
<b>تسلل</b> السارق الى المنزل بعد أن ألقى الصباح بحلته;<b>تَسَلُّلُ</b> السَّارِقِ اْلَىْ الْمَنْزِلَ بَعْد أَنّ أَلْقَى الصَّبَاحُ بِحَلَّتِهِ;Le cambrioleur s'introduisit dans la maison sous couvert de le matin.;;تسلل;تَسَلُّلٌ;le;;;865;F2K;
<b>انهض</b>;<b>اِنْهَضْ</b>;Lève-toi.;;انهض;اِنْهَضْ;lève-toi;;;866;F2K;
<b>ماري</b> جرت;<b>مَارُي</b> جَرَتْ;Marie courut.;;ماري;مَارِيٌّ;marie;;;867;F2K;
ماري <b>ركضت</b>;مَارُي <b>رَكَضَتْ</b>;Marie courut.;;ركضت;رَكَضَتْ;courut;;;868;F2K;
إن كنت <b>مجبرا</b>، فأنت مجبر;إِن كَنَّتْ <b>مُجْبَرًا</b> ، فأَنْت مُجْبَرٍ;Si tu dois, tu dois.;;مجبرا;مُجْبَرَا;dois;;;869;F2K;
<b>أخته</b> جميلة جدا;<b>أُخْتُهُ</b> جَمِيلَةٌ جِدّا;Sa sœur est d'une grande beauté.;;أخته;أَخَتَّهُ;sa;;;870;F2K;
هذا <b>الوثائقي</b> حول القضية البيئية فتح حقا أعيننا;هَذَا <b>الْوَثَائِقِيِّ</b> حَوْل الْقَضِيَّةِ الْبِيئِيَّةِ فَتَحَ حَقَّا أعَيْننَا;Ce documentaire sur la crise environnementale nous a vraiment ouvert les yeux.;;الوثائقي;الْوَثَائِقِيُّ;documentaire;;;871;F2K;
كان <b>مستوى</b> الثلج عاليا;كَان <b>مُسْتَوَى</b> الثَّلْجِ عَالِيًا;La neige était haute.;;مستوى;مُسْتَوًى;neige;;;872;F2K;
<b>هُنَيْهةٌ</b>;<b>هُنَيْهَةٌ</b>;Un instant...;;هُنَيْهةٌ;هُنَيْهَةٌ;instant;;;873;F2K;
<b>ابتسموا</b> لبعضهم;<b>اِبْتَسَمُوا</b> لِبَعَضَهُمْ;Ils se sourirent les uns aux autres.;;ابتسموا;اِبْتَسَمُوا;autres;;;874;F2K;
